Treatment,Timestamp,BikeMoveRight2,MVWait2,Permitted2,Safe2,BikeMoveRight4,MVWait4,Permitted4,Safe4,CycleDistance,CycleDist1,CycleDist2,MVDistance,CommuteType,CommuteType1,CommuteType2,State,Gender,Education
1_None,8.7.2014 9:44:44,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,4-Year College
2_STR,8.7.2014 22:13:13,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,None,Bicycle,Bicycle,Other,PA,Male,4-Year College
4_BMUFL,8.12.2014 12:21:00,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,TX,Male,Graduate Degree
3_SLM,8.8.2014 14:17:11,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,TX,Male,4-Year College
3_SLM,7.14.2014 17:27:33,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Walk,Walk,Other,UT,Male,Graduate Degree
1_None,8.6.2014 17:02:44,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,UT,Male,4-Year College
4_BMUFL,8.6.2014 17:08:19,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Car or train, depending on the day",Varies by day,Other,VA,Female,Graduate Degree
1_None,8.8.2014 9:11:04,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Walk,Walk,Other,VA,Male,4-Year College
3_SLM,8.13.2014 18:03:57,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,VA,Male,4-Year College
4_BMUFL,8.22.2014 20:29:16,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,WA,Male,High School
3_SLM,8.7.2014 15:26:30,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,None,Bicycle,Bicycle,Other,WA,Male,4-Year College
4_BMUFL,8.20.2014 15:25:39,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,WI,Male,4-Year College
3_SLM,8.10.2014 17:55:55,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CO,Male,High School
2_STR,8.6.2014 21:33:26,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,MI,Male,Graduate Degree
4_BMUFL,8.28.2014 15:11:54,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,NC,Male,Graduate Degree
2_STR,8.1.2014 15:57:44,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,Bicycle,Bicycle,Other,UT,Male,4-Year College
3_SLM,8.6.2014 16:54:28,1_Agree,0_Disagree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,CA,Male,4-Year College
3_SLM,8.9.2014 11:12:14,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,AK,Male,4-Year College
2_STR,8.6.2014 17:01:54,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,I do not commute to work or school,I do not commute to work or school,Other,IL,Male,4-Year College
1_None,9.9.2014 19:01:53,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,MI,Male,4-Year College
3_SLM,8.7.2014 21:21:41,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,I do not commute to work or school,I do not commute to work or school,Other,MS,Male,High School
4_BMUFL,8.7.2014 11:57:05,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,NC,Male,4-Year College
3_SLM,8.7.2014 17:48:16,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,NC,Male,4-Year College
3_SLM,8.7.2014 19:48:39,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,None,0,<10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,NC,Female,Graduate Degree
2_STR,8.8.2014 9:39:26,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,NC,Male,Graduate Degree
1_None,8.7.2014 17:43:31,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,NC,Male,4-Year College
2_STR,8.7.2014 11:26:48,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Male,Graduate Degree
2_STR,8.8.2014 0:36:21,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,None,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,WA,Male,4-Year College
1_None,8.7.2014 21:03:59,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,NC,Male,4-Year College
1_None,8.12.2014 14:04:31,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,Bicycle,Bicycle,Other,NY,Male,4-Year College
1_None,8.7.2014 20:17:12,1_Agree,1_Agree,0_Disagree,0_Disagree,1_Agree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,WI,Male,Graduate Degree
4_BMUFL,8.6.2014 18:29:46,1_Agree,0_Disagree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,Bicycle,Bicycle,Other,CA,Male,Graduate Degree
3_SLM,8.7.2014 23:41:49,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,CA,Male,4-Year College
2_STR,8.9.2014 11:37:02,1_Agree,0_Disagree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CO,Female,Graduate Degree
1_None,8.7.2014 12:11:33,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,IA,Male,4-Year College
3_SLM,8.6.2014 21:41:11,1_Agree,0_Disagree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,MA,Female,Graduate Degree
1_None,7.16.2014 21:20:53,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,NC,Female,Graduate Degree
1_None,7.16.2014 21:22:12,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,NC,Female,Graduate Degree
3_SLM,8.7.2014 21:36:58,0_Disagree,0_Disagree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,NV,Male,4-Year College
3_SLM,8.7.2014 13:07:57,1_Agree,0_Disagree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,None,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,NY,Male,4-Year College
3_SLM,8.8.2014 23:03:18,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,AK,Male,Graduate Degree
2_STR,8.14.2014 3:52:11,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,AK,Male,Graduate Degree
4_BMUFL,8.18.2014 23:38:38,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,AK,Male,High School
3_SLM,8.8.2014 20:02:25,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,AK,Male,Graduate Degree
3_SLM,8.9.2014 13:39:02,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,AK,Male,4-Year College
2_STR,8.11.2014 16:16:20,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,AK,Female,4-Year College
1_None,8.12.2014 17:41:18,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,Bicycle,Bicycle,Other,AK,Female,4-Year College
3_SLM,8.7.2014 21:38:51,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,AR,Male,4-Year College
2_STR,8.11.2014 8:47:27,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,AR,Female,Graduate Degree
2_STR,8.7.2014 15:22:41,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,More than 200 Miles,car pool w/ wife,"Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,AR,Male,Graduate Degree
4_BMUFL,8.6.2014 17:23:10,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,AZ,Male,Community College
3_SLM,8.7.2014 19:50:22,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,AZ,Male,Graduate Degree
3_SLM,8.7.2014 21:48:30,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,AZ,Male,High School
3_SLM,8.7.2014 22:10:06,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,None,0,<10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,AZ,Female,4-Year College
3_SLM,8.9.2014 14:37:01,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,AZ,Male,Community College
2_STR,8.11.2014 13:59:42,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,AZ,Male,Graduate Degree
2_STR,8.7.2014 17:59:25,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,AZ,Male,Community College
1_None,8.13.2014 16:41:48,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,AZ,Male,Community College
1_None,8.30.2014 16:48:38,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,None,Bicycle,Bicycle,Other,AZ,Male,Graduate Degree
1_None,8.6.2014 17:44:26,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,AZ,Male,High School
1_None,8.7.2014 14:40:54,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,Bicycle,Bicycle,Other,AZ,Male,Graduate Degree
1_None,8.7.2014 20:19:12,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,AZ,Male,4-Year College
4_BMUFL,8.7.2014 11:52:06,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,None,0,<10,Less than 50 miles,I do not commute to work or school,I do not commute to work or school,Other,CA,Male,Community College
4_BMUFL,8.9.2014 0:36:51,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,CA,Male,4-Year College
4_BMUFL,8.9.2014 19:06:52,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Male,4-Year College
3_SLM,8.10.2014 14:54:54,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,Bicycle,Bicycle,Other,CA,Male,4-Year College
3_SLM,8.10.2014 2:27:06,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,CA,Male,Graduate Degree
3_SLM,8.11.2014 19:38:48,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Male,Community College
3_SLM,8.6.2014 20:14:09,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,None,0,<10,Less than 50 miles,"Public transport (bus, school bus, train, etc.)","Public transport (bus, school bus, train, etc.)",Other,CA,Male,4-Year College
3_SLM,8.7.2014 11:04:16,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,CA,Male,4-Year College
3_SLM,8.8.2014 11:08:40,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Male,4-Year College
2_STR,8.6.2014 17:00:50,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"Public transport (bus, school bus, train, etc.)","Public transport (bus, school bus, train, etc.)",Other,CA,Male,High School
2_STR,8.6.2014 19:52:38,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,None,Bicycle,Bicycle,Other,CA,Female,
2_STR,8.7.2014 1:44:29,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,CA,Male,Graduate Degree
2_STR,8.7.2014 13:19:47,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,CA,Male,4-Year College
2_STR,9.4.2014 17:28:15,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,None,0,<10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Male,4-Year College
4_BMUFL,7.14.2014 18:15:05,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,None,0,<10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Male,Graduate Degree
4_BMUFL,8.10.2014 18:45:29,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,CA,Male,4-Year College
4_BMUFL,8.11.2014 11:07:05,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Female,4-Year College
4_BMUFL,8.11.2014 12:12:49,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Male,Graduate Degree
4_BMUFL,8.11.2014 14:46:12,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Male,Graduate Degree
4_BMUFL,8.11.2014 15:23:54,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,I do not commute to work or school,I do not commute to work or school,Other,CA,Male,Graduate Degree
4_BMUFL,8.11.2014 15:41:51,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Female,4-Year College
4_BMUFL,8.11.2014 15:42:29,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,,4-Year College
4_BMUFL,8.11.2014 17:26:22,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Male,Community College
4_BMUFL,8.11.2014 17:28:20,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Female,Graduate Degree
4_BMUFL,8.11.2014 20:12:12,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,CA,Male,4-Year College
4_BMUFL,8.12.2014 1:29:22,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,CA,Male,4-Year College
4_BMUFL,8.12.2014 2:20:00,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,I do not commute to work or school,I do not commute to work or school,Other,CA,Male,Graduate Degree
4_BMUFL,8.12.2014 9:44:08,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,CA,Male,Community College
4_BMUFL,8.17.2014 19:27:04,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,None,"Public transport (bus, school bus, train, etc.)","Public transport (bus, school bus, train, etc.)",Other,CA,Female,4-Year College
4_BMUFL,8.23.2014 10:50:43,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,Less than 50 miles,"Public transport (bus, school bus, train, etc.)","Public transport (bus, school bus, train, etc.)",Other,CA,Male,4-Year College
